CO2,C6H6
0.1,2.84575310203018
0.1,2.88886184580445
0.1,2.71425953178435
0.1,3.15737181658935
0.1,3.14513187063893
0.1,8.64348921116037
0.1,7.00974344340667
0.1,2.60044526991147
0.1,1.96183608183153
0.1,1.68102183600711
0.1,2.4409510265512
0.1,2.75265868955784
0.1,2.7642232572924
0.1,3.29750457247376
0.1,2.94412663039611
0.1,2.40084306762503
0.1,3.26429889608293
0.1,3.76851153831772
0.1,3.82150898514276
0.1,3.12884348245802
0.1,2.98786179852511
0.1,7.63501730072907
0.1,3.30999362385781
0.1,1.44514543704178
0.1,2.53687520459305
0.1,0.691172995927238
0.1,8.10510315791393
0.1,9.42969212863617
0.1,2.81846425345594
0.1,4.86798570173596
0.1,3.52965813825481
0.1,4.20589471822386
0.1,3.85256976994582
0.2,1.55212265056494
0.2,0.164945688370644
0.2,2.51089447012305
0.2,1.00982332118666
0.2,2.29290142296294
0.2,3.63740124581419
0.2,3.7949708199494
0.2,2.49609955651924
0.2,1.9518462020878
0.2,3.33085342000999
0.2,0.181525409180146
0.2,2.54059604281136
0.2,2.16965517606906
0.2,3.6591154328911
0.2,4.88272846074292
0.2,5.75422275840595
0.2,4.21512771180325
0.2,0.27002791107011
0.2,0.504816212868689
0.2,2.90854800942283
0.2,1.62524272730559
0.2,0.274336388835209
0.2,0.267171760759333
0.2,2.71043226987069
0.2,1.36420268120877
0.2,2.30717123408418
0.2,2.6268159217884
0.2,2.69514625313873
0.2,4.30793185475013
0.2,2.64950956160428
0.2,0.5236520841706
0.2,4.87289784288373
0.2,4.33594097421864
0.2,4.50086677700506
0.2,3.58551219357988
0.2,0.408241857650082
0.2,0.242052014334457
0.2,0.464417877248927
0.2,0.212798165947045
0.2,1.23283391781308
0.2,4.32659600300152
0.2,1.60070998962509
0.2,3.51254753578066
0.2,1.23556982475242
0.2,0.371425113322782
0.3,4.15985930222509
0.3,0.672056530286279
0.3,2.77580848862704
0.3,3.26015826387977
0.3,3.86591433757495
0.3,3.56828651725984
0.3,1.49228873616326
0.3,3.3727404908532
0.3,3.42752695114378
0.3,4.1920614157232
0.3,3.75970932150517
0.3,4.15067814902029
0.3,2.73727143136403
0.3,3.01583630343583
0.3,1.2936197573721
0.3,3.61574218234283
0.3,0.657346479861528
0.3,2.47397711827861
0.3,4.98645935758933
0.3,1.9651708724104
0.3,2.58917830277434
0.3,2.30003161053157
0.3,4.58191895878118
0.3,0.672056530286279
0.3,2.88493145450513
0.3,4.09121162052864
0.3,5.83887127514625
0.3,0.542781333896161
0.3,4.73130448560331
0.3,6.09056665538171
0.3,5.07611045136203
0.3,4.11861224921215
0.3,2.04592876480755
0.3,3.11665086122303
0.3,0.464417877248927
0.3,0.24068755507083
0.3,0.283040404911143
0.3,0.37800858445833
0.3,2.16270034338133
0.3,0.734469382024753
0.3,0.909097478299764
0.3,0.790158766487645
0.3,0.787897934032145
0.3,1.30480550802332
0.3,1.22464171650239
0.3,0.952762893856963
0.3,1.78535969064995
0.3,2.61926987611744
0.3,6.22628827100907
0.3,4.76045355984754
0.3,5.03618144346172
0.3,2.52944050418141
0.3,0.464417877248927
0.3,0.785639863938206
0.3,0.632452934470409
0.3,1.19750276471896
0.3,4.53893215405238
0.3,2.77194444967985
0.3,2.82235579594124
0.3,0.899512846683736
0.3,4.97158376146257
0.3,2.09025035634191
0.3,2.56296987269898
0.3,2.70660731056988
0.3,5.29302686660236
0.3,0.651084702393782
0.3,1.41891133063549
0.3,0.727903508593124
0.3,0.556345538860106
0.3,2.15228594945215
0.3,0.296313085771389
0.3,0.408241857650082
0.3,0.603929934659391
0.3,0.394682452302565
0.3,0.749887384514337
0.3,10.7285058971782
0.3,0.994801683669544
0.3,0.384641304814527
0.3,0.632452934470409
0.3,2.19407201105849
0.3,4.99638694620094
0.3,1.83043122583498
0.3,1.74393726255512
0.3,5.99363775677734
0.3,0.875741044344863
0.3,0.955214323500372
0.3,0.747676455337161
0.3,0.796957826375638
0.3,2.3430107411589
0.3,2.35020689048021
0.3,4.34997454472163
0.3,4.81898051717297
0.3,0.712681012713533
0.3,1.48340024802539
0.3,2.56296987269898
0.3,0.466222946629354
0.3,0.624246274953957
0.4,2.00537650458484
0.4,0.527454513923626
0.4,1.47158416460594
0.4,1.31603229056155
0.4,1.10456742383253
0.4,2.30360024307936
0.4,1.66233966490619
0.4,2.23972622560591
0.4,1.03000127328554
0.4,1.68414418198256
0.4,1.42181610946457
0.4,3.61141698874812
0.4,5.33380973953333
0.4,5.58130267917653
0.4,2.17661952622251
0.4,3.89712812808412
0.4,1.38425177870789
0.4,0.889971558487993
0.4,2.29290142296294
0.4,0.48811607883209
0.4,0.595883756652518
0.4,1.27137156039745
0.4,0.710517574455498
0.4,1.94187807306159
0.4,1.2164728122586
0.4,1.27969534952895
0.4,1.4804424506083
0.4,0.59990109450681
0.4,0.514197377951371
0.4,0.801504323462925
0.4,1.72811605429152
0.4,6.4294915709078
0.4,0.778882239521899
0.4,2.66088757767165
0.4,1.49822696744956
0.4,0.901904943792982
0.4,2.55177250349296
0.4,1.67478455631097
0.4,6.84989194384039
0.4,4.95177911494869
0.4,0.622201753552456
0.4,1.89564821439389
0.4,2.17661952622251
0.4,1.49525659504461
0.4,3.90606600332915
0.4,2.97988950423421
0.4,1.33012339099677
0.4,2.78741437083183
0.4,2.14881924842735
0.4,1.43054563637389
0.4,2.02223121366988
0.4,1.03761184645816
0.4,2.38632864280939
0.4,2.17661952622251
0.4,5.15637137426728
0.4,3.78173131361276
0.4,1.73443716075973
0.4,2.47397711827861
0.4,2.47029821052917
0.4,2.20807676032386
0.4,0.329841976041309
0.4,2.75265868955784
0.4,0.638637893285507
0.4,0.506686553042537
0.4,0.423728961205083
0.4,2.19057676096473
0.4,2.01885546115516
0.4,1.96183608183153
0.4,1.74710887840627
0.4,11.6171685118386
0.4,0.550514831884302
0.4,0.317472533214696
0.4,0.448306833790323
0.4,4.91227097627603
0.4,3.87482164280027
0.4,1.75451886742675
0.4,1.48636056191614
0.4,0.794688713821778
0.4,5.50344728399763
0.4,2.58917830277434
0.4,2.93620433550617
0.4,2.60796816571192
0.4,2.58167858149119
0.4,1.35849728541602
0.4,2.35020689048021
0.4,4.00044006501246
0.4,1.95517374606487
0.4,2.66468486810258
0.4,2.61926987611744
0.4,4.2243693356581
0.4,2.76808270574448
0.4,2.60044526991147
0.4,1.66855716413444
0.4,2.80292098208341
0.4,0.859262539688992
0.4,0.810630373258626
0.4,2.1801052689444
0.4,1.91870378378035
0.4,1.80140166345282
0.4,4.13692263863963
0.4,2.44827380234886
0.4,1.99193606211923
0.4,2.47029821052917
0.4,2.33582400211631
0.4,4.41571995440982
0.4,1.17062352644464
0.4,2.31074458300783
0.4,3.19011070296679
0.4,0.743262949509057
0.4,5.34402630387214
0.4,2.40084306762503
0.4,2.99185135057423
0.4,2.23620013801068
0.4,2.18592012360957
0.4,1.9518462020878
0.4,1.15994474536443
0.4,2.22563609022016
0.4,0.581913819752934
0.4,0.838272309604386
0.4,0.663633791140559
0.4,0.695452110585899
0.4,2.7449604638164
0.4,4.20589471822386
0.4,3.83480762376084
0.4,0.587883633467186
0.4,2.06292760006336
0.4,2.88100334474736
0.4,1.48636056191614
0.4,1.69665825765132
0.4,2.06633456079928
0.4,3.72897070064342
0.4,1.42181610946457
0.4,6.68037011559284
0.4,3.05599251157279
0.4,1.94519836497857
0.4,2.87315397168927
0.4,0.799229696641495
0.4,1.41310937276563
0.4,1.20290980559212
0.4,12.2068957615406
0.4,0.741060375287576
0.4,0.684775448577632
0.4,3.7949708199494
0.4,1.89236426536284
0.4,5.41063700221121
0.4,0.65525638184104
0.4,1.53406722470164
0.4,0.573994513975341
0.4,1.17865997650647
0.4,2.36462740296431
0.4,2.56670697310786
0.4,3.12477702038371
0.4,3.06002058207593
0.4,1.33294928601065
0.4,2.69133050908594
0.4,2.11772623115434
0.4,1.22464171650239
0.4,1.29920750046407
0.4,1.75663846250919
0.4,1.08636546830456
0.5,3.07615547790487
0.5,1.05546264526771
0.5,1.50715315846253
0.5,1.64993436708226
0.5,3.06405091439911
0.5,3.16145630195892
0.5,2.6268159217884
0.5,2.19057676096473
0.5,2.48502784223056
0.5,1.04779640860267
0.5,1.35564841107486
0.5,2.49240665367937
0.5,3.00383362098301
0.5,2.34660763980063
0.5,2.11428338322024
0.5,1.39288239848612
0.5,1.07602229321099
0.5,0.965046882787849
0.5,4.0457173102022
0.5,1.24653929584393
0.5,5.1412815724
0.5,2.05272110288781
0.5,1.18671985537499
0.5,0.710517574455498
0.5,1.38425177870789
0.5,4.15067814902029
0.5,1.10195925246496
0.5,4.29395632425849
0.5,2.78741437083183
0.5,2.61926987611744
0.5,1.65303197725298
0.5,1.57937447370269
0.5,4.0457173102022
0.5,5.2017538469729
0.5,3.15737181658935
0.5,2.95999851325686
0.5,7.03845365481648
0.5,0.945424725616775
0.5,13.2273213061644
0.5,6.48488837579844
0.5,4.13234179510347
0.5,1.2191931903603
0.5,3.95987643272315
0.5,3.03990285654735
0.5,3.38535010842563
0.5,2.81068803712354
0.5,2.07315567128964
0.5,3.22299346067285
0.5,2.83794485048949
0.5,2.43363760442311
0.5,0.616085355796017
0.5,0.906697260657804
0.5,1.24379305325457
0.5,2.59293164095314
0.5,2.88493145450513
0.5,2.37185175765315
0.5,2.59668729683025
0.5,0.529360125517477
0.5,4.62988452950906
0.5,3.58120245909574
0.5,0.595883756652518
0.5,6.03125354710202
0.5,1.9154028575292
0.5,2.0425361955351
0.5,5.78590418758516
0.5,2.99185135057423
0.5,2.42998440227742
0.5,2.4081143469226
0.5,2.72575512841807
0.5,2.25739217634045
0.5,3.54680417647915
0.5,3.64173967489039
0.5,2.81068803712354
0.5,3.75531150424751
0.5,1.99193606211923
0.5,4.2243693356581
0.5,0.686905146029123
0.5,0.758758914754095
0.5,0.790158766487645
0.5,0.972449456689197
0.5,0.593879404645457
0.5,2.23267641921423
0.5,2.52201510848968
0.5,3.95088623558786
0.5,3.32250279745745
0.5,3.76410933298794
0.5,5.64915415572552
0.5,2.65329992393667
0.5,11.4823039835425
0.5,2.02898993060009
0.5,1.66544717756192
0.5,1.51013357762363
0.5,1.18941168399856
0.5,1.34711709173966
0.5,1.75345947903977
0.5,1.45295782657836
0.5,1.37564403922848
0.5,2.51089447012305
0.5,2.15228594945215
0.5,2.76036610479558
0.5,1.33012339099677
0.5,1.08377572021594
0.5,1.13079353939918
0.5,0.875741044344863
0.5,1.76937893546041
0.5,1.24379305325457
0.5,0.734469382024753
0.5,1.72495919145969
0.5,3.01583630343583
0.5,3.06405091439911
0.5,3.91948917962625
0.5,1.03507233490689
0.5,3.14513187063893
0.5,2.67609058782946
0.5,1.45100304585499
0.5,4.08665243177194
0.5,3.22299346067285
0.5,1.40731755304772
0.5,1.04779640860267
0.5,2.91643842967833
0.5,1.88252698750381
0.5,1.02746972513636
0.5,1.70606972192244
0.5,2.86139703513053
0.5,2.08340530085077
0.5,5.6021428229931
0.5,0.945424725616775
0.5,0.5447103347779
0.5,0.519861389423441
0.5,3.09232653483169
0.5,1.16794992023965
0.5,1.7789600379276
0.5,1.12815912676094
0.5,2.61926987611744
0.5,2.88493145450513
0.5,1.38425177870789
0.5,3.02785938594253
0.5,2.38632864280939
0.5,2.06292760006336
0.5,1.26860211155644
0.5,0.725720472042796
0.5,4.3968926543096
0.5,3.52537716454475
0.5,1.78856319038919
0.5,4.25214596105252
0.5,3.21064558043556
0.5,3.87036689775418
0.5,3.46567630209742
0.5,2.79904089121518
0.5,2.82235579594124
0.5,1.02494083337826
0.5,2.54431920570171
0.5,3.09637494596014
0.5,2.5022595737396
0.5,2.43363760442311
0.5,3.40219412752811
0.5,2.79128758512098
0.5,1.63448348990699
0.5,3.31833083781329
0.5,4.93200817992722
0.5,2.77194444967985
0.5,1.97853417193891
0.5,0.873378804551267
0.5,1.08636546830456
0.5,1.68726899780876
0.5,3.41062949932106
0.5,0.972449456689197
0.5,0.806061842158644
0.5,1.19750276471896
0.5,1.89564821439389
0.5,1.60682825754362
0.5,1.38137998892233
0.5,0.88917840974492
0.5,4.08665243177194
0.5,1.79818837536102
0.5,1.93524474554653
0.5,1.5320666279848
0.5,5.63346510318638
0.5,5.11115855104113
0.5,1.10456742383253
0.5,2.38995373098234
0.5,1.00480544551958
0.5,2.77580848862704
0.5,2.27511726483033
0.5,2.38995373098234
0.5,3.47417837378729
0.5,3.24361814731007
0.5,2.98786179852511
0.5,4.75072872141293
0.5,1.58545787929472
0.5,3.60709400242736
0.5,2.77580848862704
0.5,3.46567630209742
0.5,2.63815233858816
0.5,1.36134870905648
0.5,2.21509337650217
0.5,1.77576388624046
0.5,1.62832049958816
0.5,1.57330104145354
0.5,3.00383362098301
0.5,2.67609058782946
0.5,2.96397216740301
0.5,3.24774981377646
0.5,1.9885819738019
0.5,6.04201933944382
0.5,1.78535969064995
0.5,1.07344309306259
0.5,1.02241459897595
0.5,3.22299346067285
0.5,2.66468486810258
0.5,2.22915506976702
0.5,1.39864884593524
0.5,2.3430107411589
0.5,2.81846425345594
0.5,2.55550263739236
0.5,1.30760835894596
0.5,1.48932339154145
0.6,3.41485052435543
0.6,3.10042561497608
0.6,1.59765458793213
0.6,1.39000298426609
0.6,1.27969534952895
0.6,3.44869881046934
0.6,1.02241459897595
0.6,3.14105639347361
0.6,2.81846425345594
0.6,1.7218047897797
0.6,2.51089447012305
0.6,2.66848446692883
0.6,6.05279331614027
0.6,2.16270034338133
0.6,2.51459902154931
0.6,2.02560937034859
0.6,1.63140075401898
0.6,1.83043122583498
0.6,1.34995831344622
0.6,1.51311650664445
0.6,3.85701577329971
0.6,4.56757083118779
0.6,3.56828651725984
0.6,3.14105639347361
0.6,3.9463944042102
0.6,3.87927857234291
0.6,4.40630201733173
0.6,3.95987643272315
0.6,2.52201510848968
0.6,1.24379305325457
0.6,1.61295647351271
0.6,4.36402744345705
0.6,5.04448889952604
0.6,0.597890987081594
0.6,1.44222042152829
0.6,2.47765835981939
0.6,0.69331114580254
0.6,1.17597855545394
0.6,3.92844886848938
0.6,3.77732252900744
0.6,1.63140075401898
0.6,4.74586948184848
0.6,3.56398562516099
0.6,1.36134870905648
0.6,6.20448714915602
0.6,5.41577546769362
0.6,5.81236200880325
0.6,0.727903508593124
0.6,1.50417524989182
0.6,0.630396986256055
0.6,1.00982332118666
0.6,1.06058670074604
0.6,0.808344731731895
0.6,2.33582400211631
0.6,2.5034923538874
0.6,2.86531373030026
0.6,2.42268501841219
0.6,2.51459902154931
0.6,3.7905554594601
0.6,2.75651124872642
0.6,1.17955436205589
0.6,1.25755007594289
0.6,4.31259466668468
0.6,4.01400042535146
0.6,5.06611559758421
0.6,2.44461124549951
0.6,0.982357042849014
0.6,3.31416111314205
0.6,1.67478455631097
0.6,5.38497587514909
0.6,0.925974675584665
0.6,6.51266272701406
0.6,5.5760978178637
0.6,5.0611213203826
0.6,3.44022339696083
0.6,1.37851074216945
0.6,6.1609827513778
0.6,1.19750276471896
0.6,5.5708950269763
0.6,6.22628827100907
0.6,1.68102183600711
0.6,1.14930771385383
0.6,2.30003161053157
0.6,2.4409510265512
0.6,2.27511726483033
0.6,6.49043919731406
0.6,3.95987643272315
0.6,3.14513187063893
0.6,3.66781653150054
0.6,3.95088623558786
0.6,1.69979294614448
0.6,2.48134193464027
0.6,1.53707020641946
0.6,4.247511134488
0.6,4.21512771180325
0.6,3.95538024521379
0.6,3.83924487947822
0.6,4.26142207820818
0.6,1.44222042152829
0.6,1.80140166345282
0.6,3.08828038202601
0.6,2.06292760006336
0.6,4.73130448560331
0.6,3.35595888406735
0.6,2.74880842776321
0.6,1.45687075336769
0.6,3.83480762376084
0.6,3.78173131361276
0.6,3.04794315778314
0.6,4.34529453985181
0.6,4.03664448446724
0.6,1.28525740287997
0.6,1.8890827441234
0.6,2.17313616174363
0.6,1.28804228526815
0.6,3.96887533993437
0.6,1.40153587761867
0.6,1.45687075336769
0.6,1.23830831686767
0.6,1.57330104145354
0.6,3.47417837378729
0.6,3.35595888406735
0.6,2.94016434536352
0.6,3.51254753578066
0.6,2.90066670437763
0.6,2.19756963659841
0.6,6.7366761200016
0.6,1.34901095598621
0.6,1.63140075401898
