x,y
0.0,0.0
0.03173325912716963,0.03172793349806765
0.06346651825433926,0.0634239196565645
0.0951997773815089,0.09505604330418267
0.12693303650867852,0.12659245357374926
0.15866629563584814,0.15800139597334992
0.1903995547630178,0.18925124436041024
0.2221328138901874,0.22031053278654067
0.25386607301735703,0.2511479871810792
0.28559933214452665,0.2817325568414297
0.3173325912716963,0.3120334456984871
0.3490658503988659,0.34202014332566877
0.3807991095260356,0.3716624556603276
0.4125323686532052,0.4009305354066137
0.4442656277803748,0.42979491208917164
0.47599888690754444,0.4582265217274104
0.5077321460347141,0.48619673610046865
0.5394654051618837,0.5136773915734063
0.5711986642890533,0.5406408174555974
0.6029319234162229,0.5670598638627706
0.6346651825433925,0.5929079290546404
0.6663984416705622,0.6181589862206052
0.6981317007977318,0.6427876096865393
0.7298649599249014,0.6667690005162916
0.7615982190520711,0.690079011482112
0.7933314781792408,0.7126941713788629
0.8250647373064104,0.7345917086575334
0.85679799643358,0.7557495743542584
0.8885312555607496,0.7761464642917569
0.9202645146879193,0.7957618405308322
0.9519977738150889,0.8145759520503358
0.9837310329422585,0.8325698546347714
1.0154642920694281,0.8497254299495144
1.0471975511965979,0.8660254037844387
1.0789308103237674,0.8814533634475819
1.110664069450937,0.8959937742913359
1.1423973285781066,0.9096319953545182
1.1741305877052763,0.9223542941045814
1.2058638468324459,0.9341478602651067
1.2375971059596156,0.9450008187146686
1.269330365086785,0.954902241444074
1.3010636242139548,0.9638421585599423
1.3327968833411243,0.9718115683235418
1.364530142468294,0.9788024462147789
1.3962634015954636,0.984807753012208
1.4279966607226333,0.9898214418809326
1.4597299198498028,0.993838464461254
1.4914631789769726,0.9968547759519423
1.5231964381041423,0.9988673391830082
1.5549296972313118,0.9998741276738752
1.5866629563584815,0.9998741276738752
1.618396215485651,0.9988673391830082
1.6501294746128208,0.9968547759519423
1.6818627337399903,0.993838464461254
1.71359599286716,0.9898214418809326
1.7453292519943295,0.9848077530122081
1.7770625111214993,0.9788024462147789
1.8087957702486688,0.9718115683235419
1.8405290293758385,0.9638421585599423
1.872262288503008,0.9549022414440741
1.9039955476301778,0.9450008187146686
1.9357288067573473,0.9341478602651068
1.967462065884517,0.9223542941045814
1.9991953250116865,0.9096319953545183
2.0309285841388562,0.8959937742913359
2.0626618432660258,0.8814533634475821
2.0943951023931957,0.8660254037844385
2.126128361520365,0.8497254299495144
2.1578616206475347,0.8325698546347714
2.1895948797747042,0.8145759520503358
2.221328138901874,0.7957618405308321
2.2530613980290437,0.7761464642917569
2.284794657156213,0.7557495743542584
2.3165279162833827,0.7345917086575334
2.3482611754105527,0.7126941713788628
2.379994434537722,0.6900790114821119
2.4117276936648917,0.6667690005162916
2.443460952792061,0.6427876096865395
2.475194211919231,0.6181589862206051
2.5069274710464007,0.5929079290546404
2.53866073017357,0.5670598638627707
2.57039398930074,0.5406408174555973
2.6021272484279097,0.5136773915734062
2.633860507555079,0.48619673610046865
2.6655937666822487,0.45822652172741046
2.6973270258094186,0.4297949120891714
2.729060284936588,0.4009305354066136
2.7607935440637577,0.3716624556603276
2.792526803190927,0.34202014332566893
2.824260062318097,0.31203344569848696
2.8559933214452666,0.28173255684142967
2.887726580572436,0.2511479871810793
2.9194598396996057,0.22031053278654084
2.9511930988267756,0.18925124436041008
2.982926357953945,0.1580013959733499
3.0146596170811146,0.12659245357374935
3.0463928762082846,0.09505604330418244
3.078126135335454,0.0634239196565644
3.1098593944626236,0.031727933498067656
3.141592653589793,1.2246467991473532e-16
